NumMutant,MutatorType,MutantSourceFile,MutantSourceRow,MutantSourceCol,MutantSource,MutantDestinationFile,MutantDestinationRow,MutantDestinationCol,MutantDestination,Result,file,mutation_score
87.0,RC-cond->true,program3/shuffled-09,157.0,10.0,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env)))),program3/shuffled-09,,,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (#t (lookup for (rest env)))),passed,program3/shuffled-09.rkt,0.811475
88.0,RC-if->false,program3/shuffled-09,182.0,2.0,"(if (has-duplicates? names) (error (quote ZNQR) \""duplicate argument name ~e\"" names) (if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name...",mutation-tester,90.0,10.0,"(if #f (error (quote ZNQR) \""duplicate argument name ~e\"" names) (if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append ...",failed,program3/shuffled-09.rkt,0.811475
89.0,RC-if->true,program3/shuffled-09,182.0,2.0,"(if (has-duplicates? names) (error (quote ZNQR) \""duplicate argument name ~e\"" names) (if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name...",mutation-tester,93.0,10.0,"(if #t (error (quote ZNQR) \""duplicate argument name ~e\"" names) (if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append ...",failed,program3/shuffled-09.rkt,0.811475
90.0,RC-if->false,program3/shuffled-09,184.0,6.0,(if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append values (list (parse val))))))),mutation-tester,90.0,10.0,(if #f (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append values (list (parse val))))))),failed,program3/shuffled-09.rkt,0.811475
91.0,RC-if->true,program3/shuffled-09,184.0,6.0,(if (= (length exprs) 1) (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append values (list (parse val))))))),mutation-tester,93.0,10.0,(if #t (AppC (LamC names (parse (first exprs))) values) (match (first exprs) ((list (? symbol? name) (quote =) val) (desugar-var (rest exprs) (add-name name names) (append values (list (parse val))))))),failed,program3/shuffled-09.rkt,0.811475
92.0,RC-if->false,program3/shuffled-09,194.0,2.0,"(if (valid-single-symbol? name) (append names (list name)) (error (quote ZNQR) \""incorrect usage of ~e\"" name))",mutation-tester,90.0,10.0,"(if #f (append names (list name)) (error (quote ZNQR) \""incorrect usage of ~e\"" name))",failed,program3/shuffled-09.rkt,0.811475
93.0,RC-if->true,program3/shuffled-09,194.0,2.0,"(if (valid-single-symbol? name) (append names (list name)) (error (quote ZNQR) \""incorrect usage of ~e\"" name))",mutation-tester,93.0,10.0,"(if #t (append names (list name)) (error (quote ZNQR) \""incorrect usage of ~e\"" name))",failed,program3/shuffled-09.rkt,0.811475
94.0,RC-if->false,program3/shuffled-09,201.0,2.0,"(if (= (length exprs) 3) (match exprs ((list cond then else) (If (parse cond) (parse then) (parse else)))) (error (quote ZNQR) \""if malformed: ~e\"" exprs))",mutation-tester,90.0,10.0,"(if #f (match exprs ((list cond then else) (If (parse cond) (parse then) (parse else)))) (error (quote ZNQR) \""if malformed: ~e\"" exprs))",failed,program3/shuffled-09.rkt,0.811475
95.0,RC-if->true,program3/shuffled-09,201.0,2.0,"(if (= (length exprs) 3) (match exprs ((list cond then else) (If (parse cond) (parse then) (parse else)))) (error (quote ZNQR) \""if malformed: ~e\"" exprs))",mutation-tester,93.0,10.0,"(if #t (match exprs ((list cond then else) (If (parse cond) (parse then) (parse else)))) (error (quote ZNQR) \""if malformed: ~e\"" exprs))",failed,program3/shuffled-09.rkt,0.811475
96.0,RC-if->false,program3/shuffled-09,208.0,2.0,"(if (has-duplicates? args-list) (error (quote ZNQR) \""repeated parameter name in ~e\"" args-list) (if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list)))",mutation-tester,90.0,10.0,"(if #f (error (quote ZNQR) \""repeated parameter name in ~e\"" args-list) (if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list)))",failed,program3/shuffled-09.rkt,0.811475
97.0,RC-if->true,program3/shuffled-09,208.0,2.0,"(if (has-duplicates? args-list) (error (quote ZNQR) \""repeated parameter name in ~e\"" args-list) (if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list)))",mutation-tester,93.0,10.0,"(if #t (error (quote ZNQR) \""repeated parameter name in ~e\"" args-list) (if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list)))",failed,program3/shuffled-09.rkt,0.811475
98.0,RC-if->false,program3/shuffled-09,210.0,6.0,"(if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list))",mutation-tester,90.0,10.0,"(if #f (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list))",failed,program3/shuffled-09.rkt,0.811475
99.0,RC-if->true,program3/shuffled-09,210.0,6.0,"(if (args-valid-names args-list) (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list))",mutation-tester,93.0,10.0,"(if #t (LamC args-list (parse body)) (error (quote ZNQR) \""invalid arg names ~e\"" args-list))",failed,program3/shuffled-09.rkt,0.811475
100.0,RC-and->false,program3/shuffled-09,220.0,10.0,(and (valid-single-symbol? (first args)) (args-valid-names (rest args))),program3/shuffled-09,,,(and #f (args-valid-names (rest args))),failed,program3/shuffled-09.rkt,0.811475
101.0,RC-and->false,program3/shuffled-09,220.0,10.0,(and (valid-single-symbol? (first args)) (args-valid-names (rest args))),program3/shuffled-09,,,(and (valid-single-symbol? (first args)) #f),failed,program3/shuffled-09.rkt,0.811475
102.0,RC-and->true,program3/shuffled-09,220.0,10.0,(and (valid-single-symbol? (first args)) (args-valid-names (rest args))),program3/shuffled-09,,,(and #t (args-valid-names (rest args))),failed,program3/shuffled-09.rkt,0.811475
103.0,RC-and->true,program3/shuffled-09,220.0,10.0,(and (valid-single-symbol? (first args)) (args-valid-names (rest args))),program3/shuffled-09,,,(and (valid-single-symbol? (first args)) #t),passed,program3/shuffled-09.rkt,0.811475
104.0,RC-if->false,program3/shuffled-09,226.0,2.0,"(if (valid-single-symbol? s) (IdC s) (error (quote ZNQR) \""incorrect usage of ~e\"" s))",mutation-tester,90.0,10.0,"(if #f (IdC s) (error (quote ZNQR) \""incorrect usage of ~e\"" s))",failed,program3/shuffled-09.rkt,0.811475
105.0,RC-if->true,program3/shuffled-09,226.0,2.0,"(if (valid-single-symbol? s) (IdC s) (error (quote ZNQR) \""incorrect usage of ~e\"" s))",mutation-tester,93.0,10.0,"(if #t (IdC s) (error (quote ZNQR) \""incorrect usage of ~e\"" s))",failed,program3/shuffled-09.rkt,0.811475
106.0,RC-and->false,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and #f (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),failed,program3/shuffled-09.rkt,0.811475
107.0,RC-and->false,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) #f (not (eq? (quote ->) s)) (not (eq? (quote =) s))),failed,program3/shuffled-09.rkt,0.811475
108.0,RC-and->false,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) #f (not (eq? (quote =) s))),failed,program3/shuffled-09.rkt,0.811475
109.0,RC-and->false,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) #f),failed,program3/shuffled-09.rkt,0.811475
110.0,RC-and->true,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and #t (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),passed,program3/shuffled-09.rkt,0.811475
111.0,RC-and->true,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) #t (not (eq? (quote ->) s)) (not (eq? (quote =) s))),passed,program3/shuffled-09.rkt,0.811475
112.0,RC-and->true,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) #t (not (eq? (quote =) s))),failed,program3/shuffled-09.rkt,0.811475
113.0,RC-and->true,program3/shuffled-09,233.0,2.0,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) (not (eq? (quote =) s))),program3/shuffled-09,,,(and (not (eq? (quote var) s)) (not (eq? (quote if) s)) (not (eq? (quote ->) s)) #t),failed,program3/shuffled-09.rkt,0.811475
114.0,RC-cond->false,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond (#f #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),failed,program3/shuffled-09.rkt,0.811475
115.0,RC-cond->false,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond ((empty? lst) #f) (#f #t) (else (has-duplicates? (rest lst)))),failed,program3/shuffled-09.rkt,0.811475
116.0,RC-cond->false,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (#f (has-duplicates? (rest lst)))),failed,program3/shuffled-09.rkt,0.811475
117.0,RC-cond->true,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond (#t #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),failed,program3/shuffled-09.rkt,0.811475
118.0,RC-cond->true,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond ((empty? lst) #f) (#t #t) (else (has-duplicates? (rest lst)))),failed,program3/shuffled-09.rkt,0.811475
119.0,RC-cond->true,program3/shuffled-09,241.0,2.0,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (else (has-duplicates? (rest lst)))),program3/shuffled-09,,,(cond ((empty? lst) #f) ((not (not (member (first lst) (rest lst)))) #t) (#t (has-duplicates? (rest lst)))),passed,program3/shuffled-09.rkt,0.811475
120.0,RC-if->false,program3/shuffled-09,251.0,15.0,"(if b \""true\"" \""false\"")",mutation-tester,90.0,10.0,"(if #f \""true\"" \""false\"")",failed,program3/shuffled-09.rkt,0.811475
121.0,RC-if->true,program3/shuffled-09,251.0,15.0,"(if b \""true\"" \""false\"")",mutation-tester,93.0,10.0,"(if #t \""true\"" \""false\"")",failed,program3/shuffled-09.rkt,0.811475
0.0,RC-cond->false,program3/shuffled-13,63.0,8.0,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",program3/shuffled-13,,,"(cond (#f (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",failed,program3/shuffled-13.rkt,
1.0,RC-cond->false,program3/shuffled-13,63.0,8.0,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",program3/shuffled-13,,,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (#f (error (quote interp) \""ZNQR: not valid argument list length\"")))",failed,program3/shuffled-13.rkt,
2.0,RC-cond->true,program3/shuffled-13,63.0,8.0,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",program3/shuffled-13,,,"(cond (#t (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",failed,program3/shuffled-13.rkt,
3.0,RC-cond->true,program3/shuffled-13,63.0,8.0,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (else (error (quote interp) \""ZNQR: not valid argument list length\"")))",program3/shuffled-13,,,"(cond ((= (length args) (length a)) (interp body (append (map (lambda ((arg : Symbol) (argval : ExprC)) (Binding arg (interp argval env))) args a) clos-env))) (#t (error (quote interp) \""ZNQR: not valid argument list length\"")))",failed,program3/shuffled-13.rkt,
4.0,RC-cond->false,program3/shuffled-13,94.0,20.0,"(cond ((is-id? id) (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",program3/shuffled-13,,,"(cond (#f (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",failed,program3/shuffled-13.rkt,
5.0,RC-cond->false,program3/shuffled-13,94.0,20.0,"(cond ((is-id? id) (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",program3/shuffled-13,,,"(cond ((is-id? id) (IdC id)) (#f (error (quote parse) \""ZNQR: Parse error\"")))",failed,program3/shuffled-13.rkt,
6.0,RC-cond->true,program3/shuffled-13,94.0,20.0,"(cond ((is-id? id) (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",program3/shuffled-13,,,"(cond (#t (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",failed,program3/shuffled-13.rkt,
7.0,RC-cond->true,program3/shuffled-13,94.0,20.0,"(cond ((is-id? id) (IdC id)) (else (error (quote parse) \""ZNQR: Parse error\"")))",program3/shuffled-13,,,"(cond ((is-id? id) (IdC id)) (#t (error (quote parse) \""ZNQR: Parse error\"")))",failed,program3/shuffled-13.rkt,
8.0,RC-cond->false,program3/shuffled-13,99.0,5.0,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse ...",program3/shuffled-13,,,"(cond (#f (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse expr)) (map parse (cast id-expr (Listof Se...",failed,program3/shuffled-13.rkt,
9.0,RC-cond->false,program3/shuffled-13,99.0,5.0,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse ...",program3/shuffled-13,,,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) (#f (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse expr)) (map parse (cast id-expr (Listof Sexp)...",failed,program3/shuffled-13.rkt,
10.0,RC-cond->false,program3/shuffled-13,99.0,5.0,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse ...",program3/shuffled-13,,,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (#f (AppC (LamC (cast id (Listof Symbol)) (parse ex...",failed,program3/shuffled-13.rkt,
11.0,RC-cond->true,program3/shuffled-13,99.0,5.0,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse ...",program3/shuffled-13,,,"(cond (#t (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse expr)) (map parse (cast id-expr (Listof Se...",failed,program3/shuffled-13.rkt,
12.0,RC-cond->true,program3/shuffled-13,99.0,5.0,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) ((not (andmap is-id? (cast id (Listof Symbol)))) (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse ...",program3/shuffled-13,,,"(cond ((check-dup-params (cast id (Listof Symbol))) (error (quote parse) \""ZNQR: Duplicate names error\"")) (#t (error (quote parse) \""ZNQR: Invalid ID error\"")) (else (AppC (LamC (cast id (Listof Symbol)) (parse expr)) (map parse (cast id-expr (Listof Sexp)...",failed,program3/shuffled-13.rkt,
